,abstract_id,line_id,abstract_text,line_number,total_lines,current_line,target
9757,26674147,26674147_11_24,a single-center retrospective data analysis of 471 breast cancer patients treated during 2004-2010.,11,24,11_24,METHODS:
9758,26674147,26674147_16_24,The rate of SN identification was 97.9% in Group A vs. 99.09% in Group B (P=0.29).,16,24,16_24,RESULTS:
9759,29199717,29199717_6_19,"In India, carcinoma breast is the most common cancer among urban women population and second most common cancer after carcinoma cervix in rural areas.",6,19,6_19,BACKGROUND:
9760,29199717,29199717_11_19,"female patients, with biopsy-proven primary breast cancer, were enrolled in this prospective study for whom 18F-FDG positron emission tomography-computed tomography scan was done in the Department of Nuclear Medicine.",11,19,11_19,METHODS:
9761,29199717,29199717_13_19,"In our series, a positive correlation between tumor size, high tumor grade, and standardized uptake value (SUV) was found.",13,19,13_19,RESULTS:
9762,21914918,21914918_6_15,of cancer incidence increase.,6,15,6_15,OBJECTIVE:
9763,21914918,21914918_8_15,We calculated incidence rates for two calendar period (1993-95 and 2003-05).We used data from Cancer Registries with at least one incidence year available for each period (jointly for males and female).,8,15,8_15,METHODS:
9764,21914918,21914918_10_15,"Since 1993-95 to 2003-05 all cancer crude incidence rates have been increasing 17.9% (from 555.4 cases for 100,000 inhabitants/years to 654.8).",10,15,10_15,RESULTS:
9765,23652373,23652373_6_18,It is well accepted that exercise can decrease breast cancer risk.,6,18,6_18,BACKGROUND:
9766,23652373,23652373_9_18,"Sedentary, healthy, young eumenorrheic women were randomized into an intervention of 30 minutes of moderate-to-vigorous aerobic exercise five times a week for approximately 16 weeks (n = 212), or into a usual-lifestyle sedentary control group (n = 179).",9,18,9_18,METHODS:
9767,23652373,23652373_12_18,The exercise intervention resulted in significant increases in aerobic fitness and lean body mass and a significant decrease in percent body fat.,12,18,12_18,RESULTS:
9768,23652373,23652373_15_18,The exercise intervention resulted in a significant increase in the 2-OHE1/16α-OHE1 ratio but no differences in other estrogen metabolites or ratios.,15,18,15_18,CONCLUSIONS:
9769,29678165,29678165_11_30,"The objective of study was to determine the effect of anthracycline dose reduction and chemotherapy delays on 5-year overall survival in patients with stage I-III breast cancer, to establish the impact of molecular subtypes on the anthracycline modification effects and to analyze reasons for such chemotherapy scheme modifications.",11,30,11_30,BACKGROUND:
9770,29678165,29678165_12_30,Medical records of patients with stage I-III breast cancer were reviewed.,12,30,12_30,METHODS:
9771,29678165,29678165_15_30,"Significant 3.17 times higher death risk at 5 year period in patients who experienced anthracycline dose reduction compared with patients who did not experience any modifications was established (HR = 3.17, 95% CI 1.7-5.9, p < 0.001).",15,30,15_30,RESULTS:
9772,29678165,29678165_20_30,Anthracycline dose reduction in patients with stage I- III breast cancer were associated with higher mortality risk and significantly decreased 5- year absolute survival in all molecular subtypes.,20,30,20_30,CONCLUSIONS:
9773,34965574,34965574_6_47,The study objective was to investigate and compare the effectiveness of different radiopharmaceuticalsin the treatment of metastatic bone disease.,6,47,6_47,OBJECTIVE:
9774,34965574,34965574_7_47,"(n = 150, average age (55 ± 11.6) years, 95 females, 55 males) having gotvarious primary tumors and metastatic bone disease were given medical treatment at the Department of NuclearMedicine of the National Institute of Cancer.",7,47,7_47,METHODS:
9775,34965574,34965574_12_47,The pain intensity rating scale (LACOMED) was used to assay the analgesic effect of various radiopharma-ceuticals in metastatic bone disease.,12,47,12_47,RESULTS:
9776,34965574,34965574_23_47,Radionuclide therapy with 153Sm-oxabiphor agent can be used in the complex treatment of metastat-ic bone disease in cancer patients having got tumors of different localization.,23,47,23_47,CONCLUSIONS:
9777,34763462,34763462_6_21,"Advanced breast cancer (ABC) is difficult to treat due to the primary and acquired resistance, which is the main cause of rescue treatment failure.",6,21,6_21,BACKGROUND:
9778,34763462,34763462_9_21,"The complete medical information of patients receiving bevacizumab treatment from November 2017 to November 2020 was collected, and patients' general medical history and disease characteristics were analyzed.",9,21,9_21,METHODS:
9779,34763462,34763462_11_21,The data of 68 women with refractory ABC who received bevacizumab-containing therapy were collected.,11,21,11_21,RESULTS:
9780,34763462,34763462_18_21,"Among patients with refractory ABC, bevacizumab-containing therapy is feasible and safe, and can be used as a new treatment strategy.",18,21,18_21,CONCLUSIONS:
9781,27848050,27848050_18_29,A total of 1088 women with breast cancer less than 3 cm in diameter and clinically negative axillary nodes were randomized to SNBM with axillary clearance if the sentinel node was positive or RAC preceded by sentinel-node biopsy.,18,29,18_29,METHODS:
9782,27848050,27848050_21_29,"Limb volume increased progressively in the operated and nonoperated arms for 2 years and persisted unchanged to year 5, accompanied by weight gain.",21,29,21_29,RESULTS:
9783,27848050,27848050_25_29,Subjective assessments revealed persisting patient concerns about swelling and symptoms but not overall disability at 5 years.,25,29,25_29,CONCLUSIONS:
9784,15887223,15887223_6_16,"The objective of the current study was to determine the long-term results of breast-conservation treatment in women with early-stage, invasive lobular carcinoma of the breast.",6,16,6_16,BACKGROUND:
9785,15887223,15887223_7_16,"Between 1977 and 1995, 1093 women with Stage I and II invasive ductal carcinoma of the breast and 55 women with invasive lobular carcinoma of the breast underwent lumpectomy, axillary lymph node dissection, and radiation treatment.",7,16,7_16,METHODS:
9786,15887223,15887223_9_16,The median age was 52 years for patients in the invasive ductal group and 54 years for patients in the invasive lobular group.,9,16,9_16,RESULTS:
9787,17216547,17216547_6_16,"cancer risk associated with short-term (<6 months) oral contraceptive use, and explore variation in estimates by use characteristics and medical, menstrual, and reproductive history.",6,16,6_16,OBJECTIVE:
9788,17216547,17216547_7_16,We analyzed data from the Women's Contraceptive and Reproductive Experiences Study.,7,16,7_16,METHODS:
9789,17216547,17216547_11_16,"Overall, short-term oral contraceptive use was not associated with breast cancer risk (OR = 1.0; 95% CI = 0.8-1.1).",11,16,11_16,RESULTS:
9790,23142797,23142797_6_23,The chemopreventive potential of (+)-catechin-rich extract of Acacia catechu (L.f.) Willd.,6,23,6_23,OBJECTIVE:
9791,23142797,23142797_8_23,Cell cytotoxicity was investigated using different colorimetric assays.,8,23,8_23,METHODS:
9792,23142797,23142797_13_23,The results showed that administration of AQCE showed a dose-dependent growth inhibition response and DNA fragmentation in MCF-7 cells.,13,23,13_23,RESULTS:
9793,10400039,10400039_7_23,To determine the incidence and prognostic significance of documented eradication of breast cancer axillary lymph node (ALN) metastases after neoadjuvant chemotherapy.,7,23,7_23,OBJECTIVE:
9794,10400039,10400039_9_23,One hundred ninety-one patients with locally advanced breast cancer and cytologically documented ALN metastases were treated in two prospective trials of doxorubicin-based neoadjuvant chemotherapy.,9,23,9_23,METHODS:
9795,10400039,10400039_14_23,"Of 191 patients with positive ALNs at diagnosis, 23% (43 patients) were converted to a negative axillary nodal status on histologic examination (median number of nodes removed = 16).",14,23,14_23,RESULTS:
9796,10400039,10400039_20_23,"Neoadjuvant chemotherapy can completely clear the axilla of microscopic disease before surgery, and occult metastases are found in only 10% of patients with a histologically negative axilla.",20,23,20_23,CONCLUSIONS:
9797,35170751,35170751_14_67,Ovarian cancer is the sixth most common cancer in women world-wide.,14,67,14_67,BACKGROUND:
9798,35170751,35170751_21_67,"controlled trials (RCTs) by searching the Cochrane Central Register of Controlled Trials (Central 2020, Issue 10), Cochrane Gynaecological Cancer Group Trial Register, MEDLINE (1990 to October 2020), Embase (1990 to October 2020), ongoing trials on www.controlled-trials.com/rct, www.clinicaltrials.gov, www.cancer.gov/clinicaltrials, the National Research Register (NRR), FDA database and pharmaceutical industry biomedical literature.",21,67,21_67,METHODS:
9799,35170751,35170751_27_67,"studies (6109 participants); four (3070 participants) with newly-diagnosed, advanced EOC and 11 (3039 participants) with recurrent EOC.",27,67,27_67,RESULTS:
9800,35170751,35170751_57_67,"after chemotherapy may improve PFS in women with newly-diagnosed and recurrent platinum-sensitive EOC; there may be little to no effect on OS, although OS data are immature.",57,67,57_67,CONCLUSIONS:
9801,31138288,31138288_12_23,The mathematical design of optimal therapies to fight cancer is an important research field in today's Biomathematics and Biomedicine given its relevance to formulate patient-specific treatments.,12,23,12_23,BACKGROUND:
9802,31138288,31138288_15_23,"Taking as reference a mathematical model describing Chronic Myeloid Leukemia dynamics, we design an optimal therapy problem by modifying the usual malignancy objective function, unaware of any temporal dimension of cancer malignance.",15,23,15_23,METHODS:
9803,31138288,31138288_18_23,Our computational simulations unequivocally show that the consideration of a time valuation factor capturing the higher malignancy associated with early growth of cancer and drug administration allows more efficient therapies to be designed.,18,23,18_23,RESULTS:
9804,31138288,31138288_20_23,"In the light of our simulations and as biomedical evidence strongly suggests, the existence of a time valuation factor affecting malignancy in treated cancer cannot be ignored when designing cancer optimal therapies.",20,23,20_23,CONCLUSIONS:
9805,25777626,25777626_16_29,Various clinician-assessed scoring criteria have been used to grade acute radiation dermatitis.,16,29,16_29,BACKGROUND:
9806,25777626,25777626_19_29,A prospective cohort study was performed in a university hospital medical center.,19,29,19_29,METHODS:
9807,25777626,25777626_23_29,"The three different clinician-assessed scoring criteria correlated most strongly with changes in cutaneous blood flow following radiotherapy for breast cancer (correlation coefficient 0.70 for RTOG, 0.68 for CTCAE, and 0.50 for WHO).",23,29,23_29,RESULTS:
9808,24456647,24456647_6_22,"Color image segmentation has been so far applied in many areas; hence, recently many different techniques have been developed and proposed.",6,22,6_22,BACKGROUND:
9809,24456647,24456647_11_22,A novel method for color edges extraction based on statistical features and automatic threshold is presented.,11,22,11_22,METHODS:
9810,24456647,24456647_15_22,Breast cancer cell images were used to evaluate the performance of the proposed method both quantitatively and qualitatively.,15,22,15_22,RESULTS:
9811,24456647,24456647_18_22,Computer simulations highlight that the proposed method substantially enhances the segmented image with smaller error rates better than other existing algorithms under the same settings (patterns and parameters).,18,22,18_22,CONCLUSIONS:
9812,28272713,28272713_7_22,"Long non-coding RNA (LncRNA) CCAT2 plays an important role in tumorigenesis, tumor growth and metastasis.",7,22,7_22,OBJECTIVE:
9813,28272713,28272713_9_22,mRNA expression level of CCAT2 in adjacent non-cancerous and breast cancer tissues without or with metastasis were analyzed by quantitative Real-time polymerase chain reaction (qRT-PCR).,9,22,9_22,METHODS:
9814,28272713,28272713_14_22,The relative mRNA expression level of CCAT2 in breast cancer tissues was significantly increased compared with adjacent non-cancerous tissues.,14,22,14_22,RESULTS:
9815,28272713,28272713_19_22,CCAT2 was highly expressed in breast cancer.,19,22,19_22,CONCLUSIONS:
9816,26712408,26712408_7_21,To establish lymph node metastasis of breast cancer model in nude mices using MDA-MB-231 cell lines or tumor masses.,7,21,7_21,OBJECTIVE:
9817,26712408,26712408_8_21,"Divided twelve female nude mices of five weeks into A, B groups randomly.",8,21,8_21,METHODS:
9818,26712408,26712408_14_21,"① A group have a 7/7 tumor formation rate 7 days after implanted, B group was 5/5 5 days after implanted.",14,21,14_21,RESULTS:
9819,19748708,19748708_6_18,"of disease-free survival and relative survival in women diagnosed with breast cancer in the province of Gipuzkoa within the context of competing risks by assessing differences between the direct use of the Kaplan-Meier estimator and the multiple decrement method on the one hand, and relative survival on the other.",6,18,6_18,OBJECTIVE:
9820,19748708,19748708_7_18,All registered breast cancer cases in Gipuzkoa in 1995 and 1996 with stages other than stage IV were included.,7,18,7_18,METHODS:
9821,19748708,19748708_11_18,Estimation of the probability of recurrence at 8 years with the multiple decrement method was 8.8% lower than that obtained with the Kaplan-Meier method.,11,18,11_18,RESULTS:
9822,19748708,19748708_14_18,"Two issues are often overlooked when performing survival analyses: firstly, because of the lack of independence between survival time and censoring time, the results obtained by the Kaplan-Meier estimator are uninterpretable; secondly, it is an incontrovertible fact that one way or another, everyone causes failures.",14,18,14_18,CONCLUSIONS:
9823,8635106,8635106_9_25,Little is known about what factors influence women to participate its trials designed for women at high risk for breast cancer.,9,25,9_25,BACKGROUND:
9824,8635106,8635106_12_25,Subjects were identified by their relatives who had received a diagnosis of breast cancer at one of six institutions.,12,25,12_25,METHODS:
9825,8635106,8635106_18_25,"In the total sample, there were five significant multivariable predictors of participation: level of education, recent clinical breast examination (CBE), objective and perceived breast cancer risk, and any current use of alcohol.",18,25,18_25,RESULTS:
9826,8635106,8635106_21_25,"Like many other kinds of trials, participants in this risk counseling trial were significantly more likely to have more than a high school education and more likely to be nonsmokers than the nonparticipants.",21,25,21_25,CONCLUSIONS:
9827,32302875,32302875_15_29,"useful to many breast cancer patients, however, it is not therapeutic for some patients.",15,29,15_29,OBJECTIVE:
9828,32302875,32302875_18_29,We retrospectively collected 287 stage II-III breast cancer cases either to a training set (N = 197) or to a test set (N = 90).,18,29,18_29,METHODS:
9829,32302875,32302875_21_29,"The Naive Bayes algorithm had a relatively higher predictive value, compared with random forest, support vector machine (SVM), and k-nearest neighbor (knn) algorithms (P < 0.05).",21,29,21_29,RESULTS:
9830,35647224,35647224_9_22,We reviewed internal data and the current literature to update our enhanced recovery protocol (ERP) for patients undergoing a total breast mastectomy.,9,22,9_22,BACKGROUND:
9831,35647224,35647224_11_22,Our primary research aim was to examine the protocol compliance following the update.,11,22,11_22,OBJECTIVE:
9832,35647224,35647224_13_22,We retrospectively obtained data extracted from the electronic medical record.,13,22,13_22,METHODS:
9833,35647224,35647224_15_22,Our cohort included 5853 unique patients.,15,22,15_22,RESULTS:
9834,29448311,29448311_8_23,Chemotherapy side-effects can be substantial.,8,23,8_23,OBJECTIVE:
9835,29448311,29448311_13_23,Fourteen oncologists in 7 UK hospitals saw 149 pts judged to have equivocal indications for chemotherapy.,13,23,13_23,METHODS:
9836,29448311,29448311_17_23,"Sixty-seven percent patients initially prescribed endocrine alone with high risk result upgraded to endocrine+chemotherapy (E + C); 83% prescribed E + C and had low risk scores, downgraded to E. None of 46 patients initially favouring E alone, who were low risk, changed decisions.",17,23,17_23,RESULTS:
9837,16164930,16164930_7_17,Invasive lobular carcinoma (ILC) presents special challenges to treating physicians because of the diffuse infiltrative growth pattern.,7,17,7_17,OBJECTIVE:
9838,16164930,16164930_9_17,"We identified 239 patients with T1-2,N0,M0 lobular breast cancer from the prospective databases of 2 institutions; all were treated between March 1994 and December 2003.",9,17,9_17,METHODS:
9839,16164930,16164930_10_17,A total of 202 patients had SLND and 37 had SLND followed by ALND.,10,17,10_17,RESULTS:
9840,16164930,16164930_14_17,SLND provided axillary control equivalent to that of ALND for patients with lobular breast cancer.,14,17,14_17,CONCLUSIONS:
9841,15367553,15367553_12_26,"To compare the sensitivity and specificity of 4 methods of breast cancer surveillance (mammography, ultrasound, MRI, and CBE) in women with hereditary susceptibility to breast cancer due to a BRCA1 or BRCA2 mutation.",12,26,12_26,OBJECTIVE:
9842,15367553,15367553_16_26,Each imaging modality was read independently by a radiologist and scored on a 5-point Breast Imaging Reporting and Data System scale.,16,26,16_26,RESULTS:
9843,15367553,15367553_23_26,"In BRCA1 and BRCA2 mutation carriers, MRI is more sensitive for detecting breast cancers than mammography, ultrasound, or CBE alone.",23,26,23_26,CONCLUSIONS:
9844,31338732,31338732_13_23,"Participants were randomized to either placebo (n = 11) or transdermal nicotine (n = 11) for 6 weeks, followed by 2 weeks of treatment withdrawal for a total of 8 weeks.",13,23,13_23,METHODS:
9845,31338732,31338732_15_23,"Over the course of the study, women in both groups improved substantially in severity of self-reported cognitive complaints measured by Functional Assessment of Cancer Therapy-Cognitive Function Perceived Cognitive Impairments regardless of treatment arm.",15,23,15_23,RESULTS:
9846,31338732,31338732_17_23,"Due to a large placebo response, we were unable to determine if a drug effect was present.",17,23,17_23,CONCLUSIONS:
9847,17140835,17140835_7_23,"this retrospective study was to discuss the epidemioclinical criteria, the therapeutic results and the prognostic factors of breast cancer in young women throughout a comparative study of 72 young patients aged less than 35 years and a second group of older premenopausal patients aged between 36 and 50 years.",7,23,7_23,OBJECTIVE:
9848,17140835,17140835_8_23,the epidemioclinical records of all the patients.,8,23,8_23,METHODS:
9849,17140835,17140835_14_23,The mean age was of 31.5 years.,14,23,14_23,RESULTS:
9850,27840175,27840175_10_25,"The prognostic significance of intraoperative peritoneal washing cytology (IPWC) in pancreatic ductal adenocarcinoma (PDAC) remains controversial, and the treatment strategy for PDAC patients with positive cytology has not been established.",10,25,10_25,BACKGROUND:
9851,27840175,27840175_12_25,This study included a retrospective cohort of 166 patients with curatively resected PDAC who underwent IPWC.,12,25,12_25,METHODS:
9852,27840175,27840175_13_25,"Overall, 17 patients (10%) had positive cytology (CY+), and 149 (90%) patients were negative (CY-).",13,25,13_25,RESULTS:
9853,27840175,27840175_20_25,This study demonstrates that positive IPWC predicts early peritoneal recurrence and a poor prognosis for PDAC patients.,20,25,20_25,CONCLUSIONS:
9854,23535278,23535278_8_20,updated meta-analysis to summarize the evidence from published studies regarding the association of coffee and caffeine intake with breast cancer risk.,8,20,8_20,OBJECTIVE:
9855,23535278,23535278_9_20,Pertinent studies were identified by a search of PubMed and by reviewing the reference lists of retrieved articles.,9,20,9_20,METHODS:
9856,23535278,23535278_12_20,"37 published articles, involving 59,018 breast cancer cases and 966,263 participants, were included in the meta-analysis.",12,20,12_20,RESULTS:
9857,34003138,34003138_9_28,Psychoeducation has turned into an effective tool in taking care of cancer patients and improving their psychophysical symptoms and quality of life.,9,28,9_28,BACKGROUND:
9858,34003138,34003138_11_28,This study was conducted to investigate the effect of psychoeducational interventions on anxiety and self-esteem in women with breast cancer using a mobile app and an online support group.,11,28,11_28,OBJECTIVE:
9859,34003138,34003138_12_28,"An unblinded randomized controlled trial based on mobile phones was conducted in Shiraz, Iran.",12,28,12_28,METHODS:
9860,34003138,34003138_16_28,A total of 82 patients with a mean age of 46.45 (SD 9.29) years recruited in Winter 2016 were randomly assigned to a wait-list control group (n=41) and intervention group (n=41).,16,28,16_28,RESULTS:
9861,34003138,34003138_22_28,This study demonstrated the key role of mobile apps in decreasing anxiety and improving self-esteem in women with breast cancer through psychoeducational interventions.,22,28,22_28,CONCLUSIONS:
9862,21248632,21248632_6_16,"We analyzed 382 patients with pure lobular carcinoma treated up to 2002 with sufficient follow-up to draw prognostic conclusions, all treated by conservative surgery.",6,16,6_16,OBJECTIVE:
9863,21248632,21248632_8_16,"We assessed locoregional relapse, distant metastasis, contralateral breast cancer, breast cancer-related event free survival, disease-free survival and overall survival according to margin status categorized as at least 10 mm versus less than 10 mm (usually considered negative).",8,16,8_16,METHODS:
9864,21248632,21248632_9_16,"The proportions of patients with less than 10 mm margins varied significantly with age (P = 0.02), menopausal status (P = 0.006), and tumor size (P = 0.02) but no other characteristic was significantly related to margin status.",9,16,9_16,RESULTS:
9865,20171811,20171811_15_22,Significant changes were observed in ultrasonic parameter values of the treated vs. untreated breasts.,15,22,15_22,RESULTS:
9866,20171811,20171811_18_22,"Quantitative ultrasound provides a noninvasive, objective means of assessing radiation-induced changes to the skin and subcutaneous tissue.",18,22,18_22,CONCLUSIONS:
9867,8072034,8072034_8_23,Epidemiologic evidence strongly suggests that cumulative exposure to ovarian hormones is a determinant of breast cancer risk.,8,23,8_23,BACKGROUND:
9868,8072034,8072034_11_23,"Using a case-control design, we conducted personal interviews of a total of 545 women (aged 40 and younger at diagnosis) who had been newly diagnosed with in situ or invasive breast cancer between July 1, 1983, and January 1, 1989, and a total of 545 control subjects.",11,23,11_23,METHODS:
9869,8072034,8072034_14_23,"After adjustment for potential confounding factors, we found that the average number of hours spent in physical exercise activities per week from menarche to 1 year prior to the case patient's diagnosis was a significant predictor of reduced breast cancer risk (two-sided P for trend < .0001).",14,23,14_23,RESULTS:
9870,8072034,8072034_18_23,Most previously identified risk factors for breast cancer are reproductive and menstrual events that cannot be readily altered.,18,23,18_23,CONCLUSIONS:
9871,34563366,34563366_17_41,"Immuno-oncology (IO) has rapidly evolved, with many IO therapies either approved or under investigation for multiple malignancies.",17,41,17_41,OBJECTIVE:
9872,34563366,34563366_20_41,"A total of 16,300 gynecologic cancer specimens submitted for molecular profiling to Caris Life Sciences were reviewed.",20,41,20_41,METHODS:
9873,34563366,34563366_25_41,"Of 16,300 specimens, 54.1% were ovarian, 37.2% uterine, 7.2% cervical, 0.3% vulvar, 1.2% vaginal, with 0.1% unspecified.",25,41,25_41,RESULTS:
9874,34563366,34563366_31_41,The frequency of individual biomarkers pertinent to IO therapy varies by cancer type.,31,41,31_41,CONCLUSIONS:
9875,35179504,35179504_10_27,"Over the recent years, machine learning methods have been increasingly explored in cancer prognosis because of the appearance of improved machine learning algorithms.",10,27,10_27,BACKGROUND:
9876,35179504,35179504_13_27,This study aimed to compare the performance of breast cancer prognostic prediction models based on machine learning and Cox regression.,13,27,13_27,OBJECTIVE:
9877,35179504,35179504_14_27,"This retrospective cohort study included all patients diagnosed with breast cancer and subsequently hospitalized in Fudan University Shanghai Cancer Center between January 1, 2008, and December 31, 2016.",14,27,14_27,METHODS:
9878,35179504,35179504_18_27,"The RSF model revealed the best discriminative performance among the 4 models with 3-year, 5-year, and 10-year time-dependent area under the curve of 0.857, 0.838, and 0.781, a D-index of 7.643 (95% CI 6.542, 8.930) and a C-index of 0.827 (95% CI 0.809, 0.845).",18,27,18_27,RESULTS:
9879,22842422,22842422_9_25,Implant-based reconstruction is performed in the majority of women offered primary reconstruction for breast cancer.,9,25,9_25,BACKGROUND:
9880,22842422,22842422_10_25,Two different expander implants were compared prospectively.,10,25,10_25,METHODS:
9881,22842422,22842422_19_25,"Of the patients in the one-stage group, 70 percent had revision surgery, mostly because of upper pole fullness and poor ptosis.",19,25,19_25,RESULTS:
9882,22842422,22842422_22_25,The permanent expander method failed significantly as a one-stage procedure.,22,25,22_25,CONCLUSIONS:
9883,10670391,10670391_6_18,To explore links between genetic responsiveness to the bitter taste of 6-n-propylthiouracil (PROP) and self-reported preferences for vegetables and fruit of female breast care patients.,6,18,6_18,OBJECTIVE:
9884,10670391,10670391_7_18,PROP tasting was defined by detection thresholds and by perceived bitterness and hedonic ratings for PROP solutions.,7,18,7_18,METHODS:
9885,10670391,10670391_12_18,Genetic responsiveness to PROP was associated with lower acceptance of cruciferous and selected green and raw vegetables (P < .05).,12,18,12_18,RESULTS:
9886,10670391,10670391_15_18,tasters may be less likely to comply with dietary strategies for cancer prevention that emphasize consumption of cruciferous vegetables and bitter salad greens.,15,18,15_18,RESULTS:
9887,32497318,32497318_7_23,pandemic guidelines recommend genomic assessment of core biopsies to help guide treatment decisions in estrogen receptor (ER)-positive early-stage breast cancer.,7,23,7_23,OBJECTIVE:
9888,32497318,32497318_9_23,US samples submitted to Genomic Health for 21-gene testing (01/2004-04/2020) were assessed by pathologists and analyzed by a standardized quantitative reverse transcription-polymerase chain reaction.,9,23,9_23,METHODS:
9889,32497318,32497318_14_23,"Of 919 701 samples analyzed, 13% were biopsies and 87% were excisions.",14,23,14_23,RESULTS:
9890,32497318,32497318_18_23,Biopsy submissions for 21-gene testing are common and consistently generate results that are very similar to the experience with excisions.,18,23,18_23,CONCLUSIONS:
9891,27571273,27571273_15_28,To examine associations of peripheral blood cell-measured telomere length with traditional and potential prognostic factors in breast cancer patients.,15,28,15_28,OBJECTIVE:
9892,27571273,27571273_16_28,"We conducted a cross-sectional analysis of data collected before surgery from 162 breast cancer patients recruited consecutively between 01/2011 and 05/2012, at a breast cancer reference center.",16,28,16_28,METHODS:
9893,27571273,27571273_22_28,"Telomere length was positively associated with total physical activity (rs = 0.17, P = 0.033; Ptrend = 0.069), occupational physical activity (rs = 0.15, P = 0.054; Ptrend = 0.054) and transportation-related physical activity (rs = 0.19, P = 0.019; P = 0.005).",22,28,22_28,RESULTS:
9894,27571273,27571273_25_28,Telomeres are longer in more active breast cancer patients.,25,28,25_28,CONCLUSIONS:
9895,36111444,36111444_12_23,This was a retrospective cohort study of women with recurrent or de novo mBC treated in US community cancer practices that initiated a new line of therapy between March 2020 and February 2021.,12,23,12_23,METHODS:
9896,36111444,36111444_14_23,"Overall, among 3412 women with mBC, 751 (22%) patients had telemedicine visits following therapy initiation, with lower risks observed among older women (<50 years: 24%; 50-64 years: 22%; 65-74 years: 21%; ≥75 years: 20%).",14,23,14_23,RESULTS:
9897,36111444,36111444_20_23,"In this study of community cancer practices, older mBC patients and those living in Southern and Midwestern states were less likely to have telemedicine visits.",20,23,20_23,CONCLUSIONS:
9898,33423006,33423006_27_60,BRCA1 and BRCA2 play a central role in DNA repair.,27,60,27_60,BACKGROUND:
9899,33423006,33423006_29_60,Patients from German Breast Group (GBG) and Arbeitsgemeinschaft Gynäkologische Onkologie-breast group studies with early triple-negative breast cancer (TNBC) and known gBRCA1/2m status treated with anthracycline-taxane-based neoadjuvant chemotherapy were analysed.,29,60,29_60,METHODS:
9900,33423006,33423006_33_60,Two hundred nine of 1171 (17.8%) evaluated patients had gBRCA1/2m.,33,60,33_60,RESULTS:
9901,33423006,33423006_39_60,gBRCA1/2m was not associated with higher risk of overall severe haematological toxicities in the first cycle or cumulatively across all cycles under standard chemotherapy for TNBC.,39,60,39_60,CONCLUSIONS:
9902,19108790,19108790_6_24,cancer surgery performed with the patient under general anesthesia has been associated with a relatively high incidence of postoperative nausea and vomiting (PONV).,6,24,6_24,BACKGROUND:
9903,19108790,19108790_9_24,The purpose of this study was to compare the efficacy of a subhypnotic dose of propofol with the conventional antiemetics droperidol and metoclopramide for the prophylaxis of PONV after breast cancer surgery in Japanese patients.,9,24,9_24,OBJECTIVE:
9904,19108790,19108790_10_24,"In this prospective, randomized, double-blind, placebo-controlled study, Japanese women were randomized to 1 of 4 groups to receive IV administration of propofol 0.5 mg/kg, droperidol 20 microg/kg, metoclopramide 0.2 mg/kg, or placebo (isotonic saline) immediately after skin suture.",10,24,10_24,METHODS:
9905,19108790,19108790_15_24,"A total of 100 women (mean [SD] age, 52 [7] years; height, 154 [6] cm; weight, 54 [7] kg) were included in the study.",15,24,15_24,RESULTS:
9906,19108790,19108790_21_24,"The prevalences of PONV were not significantly different between propofol 0.5 mg/kg and droperidol 20 microg/kg 0 to 24 hours after anesthesia in this small, select group of Japanese women who underwent breast cancer surgery.",21,24,21_24,CONCLUSIONS:
9907,28899363,28899363_22_51,Human epidermal growth factor receptor 3 (HER3) is important in maintaining epidermal growth factor receptor-driven cancers and mediating resistance to targeted therapy.,22,51,22_51,BACKGROUND:
9908,28899363,28899363_25_51,"This open-label, dose-finding study comprised dose escalation, followed by expansion in patients with squamous cell carcinoma of the head and neck or esophagus, and HER2-overexpressing metastatic breast cancer or gastric cancer.",25,51,25_51,METHODS:
9909,28899363,28899363_29_51,Patients received LJM716 3-40 mg/kg QW and 20 mg/kg Q2W (54 patients; 36 patients at 40 mg/kg QW).,29,51,29_51,RESULTS:
9910,28899363,28899363_35_51,"LJM716 was well tolerated; the MTD was not reached, and the RDE was 40 mg/kg QW.",35,51,35_51,CONCLUSIONS:
9911,9080261,9080261_6_17,To evaluate the association between weight variability and disease incidence in women.,6,17,6_17,OBJECTIVE:
9912,9080261,9080261_8_17,"A population-based sample of 33834 women aged 55-69 y, free of cancer and heart disease, completed a mail-based survey that included self-reported body weights at ages 18, 30, 40, 50 y, and currently.",8,17,8_17,METHODS:
9913,9080261,9080261_11_17,"Adjusted relative risks of MI, stroke, diabetes, and hip fracture increased with increasing weight variability.",11,17,11_17,RESULTS:
9914,11411198,11411198_7_20,"Recent genetic susceptibility findings in Jews of Eastern European descent, commonly called Ashkenazi Jews, have led to concerns that they may be stigmatized as being more cancer prone than other groups.",7,20,7_20,BACKGROUND:
9915,11411198,11411198_8_20,To examine the hypothesis that site-specific or all-cancer incidence and mortality rates are higher than expected in Ashkenazi Jews worldwide when compared with referent populations.,8,20,8_20,OBJECTIVE:
9916,11411198,11411198_9_20,"A MEDLINE search was performed using keywords ""Jews,"" ""cancer,"" ""incidence"" and ""mortality"" to identify studies directly relevant to the primary study question.",9,20,9_20,METHODS:
9917,11411198,11411198_10_20,Little evidence suggested that all-cancer incidence or mortality is higher in Ashkenazi Jews than in North American non-Hispanic whites.,10,20,10_20,RESULTS:
9918,11411198,11411198_16_20,Ashkenazi Jews do not appear to have a higher total cancer burden than comparable North American populations.,16,20,16_20,CONCLUSIONS:
